location,r_Einstein,gamma1,gamma2,ex,ey
final_hscsearch_2e3_5/lens_9581_source_1843_r_0.fits,0.8208272082254978,0.3044371979310345,0.3120376114531553,0.4922414954422362,0.48120974106399095
final_hscsearch_2e3_5/lens_8132_source_426_r_2.fits,0.839741835326449,0.31311933944692344,0.6410256730700913,0.3878171237607443,0.5621786819016638
final_hscsearch_2e3_9/lens_17375_source_1478_r_0.fits,0.6820937800463533,0.8397862405719321,0.18946934891190242,0.3785439985252442,0.5255482505126806
final_hscsearch_2e3_4/lens_6189_source_1343_r_2.fits,0.8654550592585932,0.3327581534417152,0.058767940099107546,0.931635495143032,0.5742644191849995
final_hscsearch_2e3_5/lens_9520_source_19_r_3.fits,0.8095690578267059,0.3904074733390839,0.4263924732217574,0.4822802073727892,0.5278034510838194
final_hscsearch_2e3_13/lens_25229_source_969_r_2.fits,0.5188037091378309,0.567787967077785,0.4740550578045809,0.5998674336353174,0.5395671924054677
final_hscsearch_2e3_18/lens_35336_source_7213_r_0.fits,0.31434270752222315,0.622499552702235,0.4040473171556304,0.6555419924209771,0.5116848698846306
final_hscsearch_2e3_8/lens_14159_source_1011_r_3.fits,0.7177055835874055,0.39924719146849047,0.3828563106407195,0.5550170092634357,0.5485207875919136
final_hscsearch_2e3_9/lens_16405_source_6332_r_0.fits,0.6973741895145575,0.5265834641845176,0.28139749808855935,0.37801276085047275,0.32837164341213565
final_hscsearch_2e3_18/lens_34226_source_1990_r_3.fits,0.3594789754115162,0.5680974034303164,0.4499764387634733,0.465008746283123,0.5547397948713403
final_hscsearch_2e3_20/lens_38143_source_2069_r_0.fits,0.263015834387835,0.6814906789018605,0.8286134455293017,0.6238534415062956,0.4595390225460229
final_hscsearch_2e3_2/lens_2655_source_1340_r_0.fits,0.967033152722012,0.5008782844948676,0.509269326057496,0.5298438101758294,0.4007119913699427
final_hscsearch_2e3_24/lens_47989_source_1190_r_0.fits,0.11276752729824792,0.04993783080754573,0.6072001019193575,0.5567653136569292,0.5191676881310668
final_hscsearch_2e3_3/lens_4288_source_1618_r_1.fits,0.916113504517447,0.4745118513389742,0.44319047177831944,0.4203276918275104,0.42585881885206656
final_hscsearch_2e3_7/lens_13987_source_149_r_0.fits,0.7272957358277673,0.4544380522795993,0.4232626163836025,0.49289139735517695,0.4436231799610731
final_hscsearch_2e3_23/lens_44225_source_3858_r_0.fits,0.1599020557241561,0.5332548978929881,0.7332185746324433,0.5246907526185648,0.47009040080773185
final_hscsearch_2e3_19/lens_37748_source_899_r_0.fits,0.26249029124954193,0.5932032318901566,0.4623655423682964,0.5814052219818687,0.5076327535994015
final_hscsearch_2e3_24/lens_46361_source_2069_r_0.fits,0.11461414852165554,0.42343487767057136,0.4219977155866132,0.4352515642222655,0.5017019649975959
final_hscsearch_2e3_24/lens_46987_source_7155_r_3.fits,0.10173488723323272,0.45350192515869725,0.2112246306766753,0.45412765920408377,0.4578284978194322
final_hscsearch_2e3_16/lens_31771_source_24_r_1.fits,0.3763189394427809,0.4996949465434278,0.4990989230425462,0.49082520649379136,0.5133252767866137
final_hscsearch_2e3_7/lens_12689_source_2191_r_0.fits,0.7660812903065507,0.5464872092711184,0.5575878184263253,0.7205699847606015,0.5968205769050481
final_hscsearch_2e3_19/lens_37550_source_7141_r_1.fits,0.28178807962535996,0.16032935201881904,0.7776398165765066,0.4750289620370765,0.5930914266558563
final_hscsearch_2e3_11/lens_21847_source_7229_r_1.fits,0.5813371081022927,0.7298279140491135,0.44612645877266904,0.31904255258566444,0.39006016999764814
final_hscsearch_2e3_19/lens_36945_source_2995_r_1.fits,0.3029553242673795,0.5189006327820648,0.47409497677654877,0.47664723394286945,0.3834251373861035
final_hscsearch_2e3_7/lens_13364_source_1395_r_3.fits,0.760539369425265,0.5009194260193011,0.4520094921606991,0.541807303444193,0.41926982441660055
final_hscsearch_2e3_11/lens_20005_source_1482_r_3.fits,0.6262531972631459,0.8076851893503559,0.6476230409548066,0.590961338681767,0.46091967576041387
final_hscsearch_2e3_15/lens_28660_source_1001_r_0.fits,0.4349181108278801,0.5362123758248151,0.2651417844572938,0.41507652507579096,0.42399990504633756
final_hscsearch_2e3_14/lens_26189_source_6453_r_2.fits,0.4906750451234961,0.9271524781658222,0.5077862913589073,0.474947771515431,0.3886983929979706
final_hscsearch_2e3_12/lens_22291_source_6472_r_3.fits,0.5840385405234979,0.9068546134985823,0.22019259102407895,0.35994633536713455,0.48614227705993174
final_hscsearch_2e3_11/lens_21683_source_1582_r_0.fits,0.5775370735434325,0.6386703112240151,0.5121050414639359,0.43798125078704986,0.5058511426658444
final_hscsearch_2e3_4/lens_7495_source_6453_r_2.fits,0.8595123479465302,0.06288458377332976,0.6075152383627999,0.5741331796008242,0.45761308763755565
final_hscsearch_2e3_15/lens_28185_source_6684_r_0.fits,0.4771912437919799,0.5887937138414419,0.5798942002338378,0.44617947169211913,0.6185474960816867
final_hscsearch_2e3_20/lens_39708_source_1079_r_0.fits,0.24898792930266178,0.5101986755793044,0.5138887315585253,0.4906719668995325,0.43732271747172136
final_hscsearch_2e3_24/lens_46470_source_6666_r_2.fits,0.11667765693580309,0.5236139646023817,0.47276668560339286,0.5814011328560104,0.40772882113014686
final_hscsearch_2e3_6/lens_11150_source_2071_r_0.fits,0.7743852113314065,0.7393687551883764,0.2582480997682735,0.6711216020773486,0.3170907812413432
final_hscsearch_2e3_1/lens_1591_source_1117_r_0.fits,0.9591426339746418,0.4852370946670207,0.6595680508766653,0.3351559686588152,0.500515209667644
final_hscsearch_2e3_16/lens_30820_source_7393_r_0.fits,0.41637299312060627,0.5592469755808684,0.5669839953946507,0.46679398100986885,0.42002607992880664
final_hscsearch_2e3_14/lens_27698_source_980_r_3.fits,0.47896520546355487,0.539735508042806,0.49748034779230127,0.5262272368809536,0.5423962874545942
final_hscsearch_2e3_23/lens_45838_source_1569_r_2.fits,0.1378155177464798,0.4978852171997623,0.4549514890784482,0.46596238175901367,0.584569369514194
final_hscsearch_2e3_3/lens_4169_source_1304_r_3.fits,0.9177095974347674,0.4086178477260994,0.7225746811956659,0.5958411236093258,0.4323946713835366
final_hscsearch_2e3_25/lens_48348_source_1591_r_1.fits,0.07389188411835233,0.40979569038385605,0.6183729668923773,0.5897764409976045,0.4374268966832035
final_hscsearch_2e3_26/lens_50455_source_3658_r_0.fits,0.05212497959503781,0.5101581990105277,0.29279803964239076,0.43573673493009707,0.4271584416873691
final_hscsearch_2e3_14/lens_27674_source_6581_r_0.fits,0.46312134874323085,0.5268180692349531,0.5592049932146164,0.5301660460045559,0.49365998107418074
final_hscsearch_2e3_17/lens_33304_source_1049_r_1.fits,0.35975899612397444,0.8053664857641569,0.7517300817540332,0.6368792287063166,0.5319787712805975
final_hscsearch_2e3_13/lens_25101_source_70_r_2.fits,0.5209444943997515,0.41762457819379445,0.37437344171769094,0.4872127400284895,0.43357395464999576
